,Name,Brand,Categories,ABV,Rating,Rate Count,Price,Description
231,Jim Beam Signature Craft 12 Year Bourbon Whiskey,Jim Beam,"Bourbon, Whiskey",43.0,5.0,1,39.99,Our 7th Generation Master Distiller Fred Noe is pushing the boundaries by inventing the Jim Beam Signature Craft Series bourbons by experimenting with rare mashbills and finishes. These bourbons should be savored neat or on the rocks.
232,Jim Beam Houston Astros Limited Edition Bourbon Whiskey,Jim Beam,"Bourbon, Whiskey",40.0,5.0,1,16.99,"220 years of experience goes into every bottle of Jim Beam Bourbon. The Jim Beam Houston Astros Limited Edition Bourbon Whiskey starts with an aging process of four years in new charred oak barrels, this gives the bourbon its elegant, refined and smooth character. With a slightly spicy, oaky vanilla aroma, this medium-bodied bourbon brings mellow hints of caramel, vanilla, grain and oak flavor with a lightly sweet, toasted oak finish."
233,Jim Beam Black Bourbon Whiskey with Flask,Jim Beam,"Bourbon, Whiskey",43.0,5.0,1,22.99,"Jim Beam Black® is a premium bourbon with a more flavorful character, made to be sipped and savored. Aged years longer than original Jim Beam®, Jim Beam Black® has full-bodied flavor with smooth caramel and warm oak notes. This extra-aged bourbon has a balanced, rich and flavorful character with a deep mix of oak, cinnamon and vanilla aromas. On the rocks or neat, this is a bourbon to savor on its own. Jim Beam's extra aging process creates an elegant, smooth, and refined whiskey that pleases with every sip."
234,Jim Beam® Choice Bourbon Whiskey,Jim Beam,"Bourbon, Whiskey",40.0,5.0,1,23.49,"American as apple pie and a testament to quality, tradition and passion, Jim Beam® is the best-selling brand of Kentucky straight bourbon in the world. Seven generations of craftsmanship go into every bottle, along with corn, rye, barley malt, water, time and pride.    Jim Beam® is the flagship product of the Jim Beam® distillery, founded in 1795, and family operated for seven generations. It was given the name ""Jim Beam"" in 1933 after Colonel James B. Beam, who rebuilt the business following Prohibition. When you take a sip of Jim Beam® Original, you're savoring a Kentucky bourbon whiskey that has been produced essentially the same way by the same family for more than 200 years. Isn't it good to know some things never go out of style?"
235,Jb Signature Craft Quartercask,Jim Beam,"Bourbon, Whiskey",,5.0,1,39.99,"Introducing Jim Beam Signature Craft Quarter Cask. Base bourbon finished with a variety of fine quarter cask bourbons, all aged at least four years in smaller barrels. Boasting notes of vanilla, oak, and a hint of caramel, this spirit should be enjoyed neat or on the rocks."
236,Makers Mark Mint Julip Gift Set,Jim Beam,"Bourbon, Whiskey",45.0,5.0,1,34.99,
237,Jim Beam Signature Craft Harvest Wheat,Jim Beam,"Bourbon, Whiskey",,5.0,1,49.98,"Sweet and softly spicy; caramel, vanilla, slight light brown sugar sweetness.
Light bodied and very approachable"
238,Jim Beam Signature Craft Harvest High Rye,Jim Beam,"Bourbon, Whiskey",45.0,5.0,1,43.99,
239,Jim Bean Signature Craft Whole Brown Rice Bourbon 11 Year,Jim Beam,"Bourbon, Whiskey",45.0,5.0,1,49.99,
240,Jim Beam Signature Craft Six Row Barley Bourbon Whiskey,Jim Beam,"Bourbon, Whiskey",45.0,5.0,1,40.16,"Jim Beam® Signature Craft 12 Year is made from the finest ingredients available to our master distillers and carries notes of caramel, deep vanilla and oak. Never compromised, this spirit should be savored neat or on the rocks."
241,Jim Beam Black 8 Year Bourbon,Jim Beam,"Bourbon, Whiskey",,5.0,1,22.99,"Palate entry is firm, semisweet and mildly grainy; by midpalate, there s a slight oiliness to the texture that I like while the taste becomes narrowly focused on the grain/wood interplay. Finishes elegantly, emitting more dry than sweet flavors of toasted grain and oak."
242,Jb Signature Craft Brandy Finish,Jim Beam,"Bourbon, Whiskey",43.0,5.0,1,39.99,"Base bourbon finished with a variety of fine quarter cask bourbons, all aged at least four years in smaller barrels. Boasting notes of vanilla, oak, and a hint of caramel, this spirit should be enjoyed neat or on the rocks."
243,Jim Beam Boston Red Sox Limited Edition Bourbon Whiskey,Jim Beam,"Bourbon, Whiskey",40.0,5.0,1,0.0,"220 years of experience goes into every bottle of Jim Beam Bourbon. The Jim Beam Boston Red Sox Limited Edition Bourbon Whiskey starts with an aging process of four years in new charred oak barrels, this gives the bourbon its elegant, refined and smooth character. With a slightly spicy, oaky vanilla aroma, this medium-bodied bourbon brings mellow hints of caramel, vanilla, grain and oak flavor with a lightly sweet, toasted oak finish."
244,Jb Signature Craft Harvest Triti,Jim Beam,"Bourbon, Whiskey",45.0,5.0,1,34.98,
245,Jim Beam® Bourbon Devils Cut W/2 Sht Gl,Jim Beam,"Bourbon, Whiskey",45.0,5.0,1,26.44,
246,Jim Beam® Candy Cane,Jim Beam,"Bourbon, Whiskey",40.0,5.0,1,3.99,
247,Red Stag Bourbon By Jim Beam® 80,Jim Beam,"Bourbon, Whiskey",,5.0,1,17.99,
248,Red Stag Bourbon By Jim Beam® 70,Jim Beam,"Bourbon, Whiskey",,5.0,1,,
249,Jim Beam® 80 Sampler,Jim Beam,"Bourbon, Whiskey",40.0,5.0,1,4.15,
250,Jim Beam® 80 Sampler Chain,Jim Beam,"Bourbon, Whiskey",40.0,5.0,1,4.99,
253,Barrell Dovetail Whiskey,Barrell Craft Spirits,"Bourbon, Whiskey",,5.0,26,89.99,"Dovetail is blended to highlight some of our favorite flavors. Woody bourbon; terroir driven Dunn Cabernet; toasted French oak; Late Bottled Vintage Port pipes; black strap molasses casks; all working in tandem to create a buttery and deep whiskey as unique as it is delicious.

Appearance: Rose gold with highlights of worn copper.

Nose: Opens with mature aromas both sweet (canelé, panna cotta, crème de noyaux) and savory (walnut oil, leather). This is followed quickly by a vast array of fruit derived both from the spirit (smoked apricot, grapefruit peel) as well as the cask treatment (sloe gin, damson jam). The aroma is high toned, pungently floral and herbaceous, with subtle, balancing pops of minerality.

Palate: Darker (cocoa, molasses, burnt marshmallow) and spicier (cola, nutmeg, Tellicherry peppercorn) than the nose, an effect well-complemented by the cask treatment and rendered more complex by the savory and herbaceous themes running throughout.

Finish: A sweet and elegant signature of rose jelly, chestnut honey, and Pineau des Charantes that also features hazelnut, eucalyptus, and Corsican mint."
254,BCS Line 15 Year Bourbon (1st bottling),Barrell Craft Spirits,"Bourbon, Whiskey",53.3,5.0,16,109.98,"This complex 15-year-old bourbon was blended and bottled at peak maturity so you can experience its true flavor. It is a perfect union of grain and barrel, with an old, oaky nose and a deep, honey- maple palate that reveals the lushness of the grain.

Appearance: Worn leather

Nose: Incredibly fruity, the nose opens with strawberry salt-water taffy, Bing cherry, and raspberry but more exotic fruits lurk in the depths: prickly pear, lychee, blood orange, grapefruit marmalade, damson plum, even tomato. The fruits nearly overpower subtle herbaceous notes of pizzelle, Maraschino liqueur, Cynar, and pipe tobacco. Its sweetness is kept in check by a hint of paraffin and scorched earth.

The palate is as fruity as the nose, exhibiting strawberry and rose jam, lychee, Maraschino liqueur, and calvados, balanced by très leches cake, hibiscus, and angelica.

The finish slowly evolves into more fruit: guava, watermelon, Pink Lady apples; they’re joined by a touch of paraffin from the nose and a spicy signature of candied chili pepper."
255,Barrell Straight Bourbon Whiskey,Barrell Craft Spirits,"Bourbon, Whiskey",,5.0,10,99.99,"Blended from 7 and 8 year-old whiskeys aged in oak, this American Whiskey is unlike any other. Imagine a brioche French toast dripping with fresh-churned butter and dark maple syrup. With each bite, a spiciness reminiscent of fine, stone ground chocolate lingers in the back of the mouth. Soft to the palate throughout, the next sip is always welcome. The mash is a mix of corn, rye, and malted barley. Akin to a “Vatted Malt,” no neutral grain spirit is added. We do not chill filter, a common practice that removes natural, flavor rich oils. Only a coarse particulate filter strains the small bits of charred oak surrendered by the barrel. Like many great whiskeys, this spirit has aged gently in ex-bourbon barrels. As much as we love the intense flavor of a bourbons, the abundant wood sugars in the new barrels required for their production mask many subtler, complex flavors. This spirit’s patient aging in used cooperage yields a drier dram open to revealing these subtle essences of taste."
256,Barrell Bourbon Batch 025,Barrell Craft Spirits,"Bourbon, Whiskey",56.7,5.0,5,89.46,"Batch 025 highlights the unique additions that secondary grains contribute to aged bourbon. 13 to 15-year corn-forward bourbons and 5 to 9-year-old wheated bourbons were slowly layered in with a selection of 9-year-old high-rye bourbons, revealing notes from the entire spectrum of available flavors. A portrait of finely tuned blending, Batch 025 is citrusy and peppery, without losing the opulence and oaky ease of the older ingredients.

The nose is focused, resembling a great hot toddy -- honey, orange zest and clove. Ripe banana emerges, joined by a little resinous rosemary and jasmine. The palate gets much thicker as gooey caramel takes center stage. It gets more floral as well, tasting of orris root and potpourri. The finish becomes rather delicate, with coffee ice cream being joined by dried fig and chamomile."
257,Barrell Armida Whiskey,Barrell Craft Spirits,"American Whiskey, Whiskey",56.05,5.0,4,89.99,"Armida is a blend of three Straight Bourbon Whiskeys finished separately in Pear Brandy, Jamaican Rum, and Sicilian Amaro Casks. The ripe, floral pear notes provide a soft entrance into a whiskey that is adorned with hints of spice and arid citrus derived from the Amaro casks (and also the toasty bourbon itself). This mélange of flavor is framed by the tropical sweetness found in rum finished whiskeys. Armida is a journey for the palate: from a brisk northern orchard to an ancient island, it ends up exactly where we intended, with an immensely complex and satisfying whiskey."
258,Barrell Bourbon Batch 021,Barrell Craft Spirits,"Bourbon, Whiskey",53.17,5.0,4,84.99,"Barrell Bourbon Batch 021 is the culmination of two separate projects used to contrast one another. The first is a blend of 10-year-old barrels from TN, IN, and KY. We sorted these barrels into 3 groups by their most defining characteristics: one group of the most corn-forward and buttery barrels, one group of the woodiest barrels, and one group of easy-drinking lower proof barrels. The result was three different ingredients, each designed to bring a particular aspect to the final product.

The balancing of these three ingredients proved difficult as the woodier ingredient so easily dominated the other two, but also brought a viscosity and mouth feel that we found very intriguing. Ultimately, we chose to integrate 18 carefully chosen 14-year-old barrels into the final blend. This allowed us to keep the dry, woody, and palate coating characteristics we loved so much in the 10-year-old blend by accenting them with a fruitier, gentler 14-year-old component. The result, Barrell Bourbon Batch 021 is a wonderfully autumnal bourbon, built on a dry toasty backbone with hints of butter and fruit layered in for complexity and contrast.

Appearance: Oiled Leather.

Nose: Opens with a tangy blackberry note supported by a dry oaky character. Blonde tobacco, sunflower seeds, iced tea, and cardamom are gradually joined by a growing peppermint note. Sweeter pastry notes such as cider donut, apricot danish and Turkish delights can be found. While not as floral as some batches, the nose is lifted by Creme Yvette, milkweed, pollen and peach skin. Slate and ginger ale offer a refreshing counterbalance.

Palate: Rich and nutty, cocoa butter supports ample macadamia nut, nougat, and tonka bean. Orange blossom honey and apricot are joined by more exotic notes of rose, loganberry and sumac.

Finish: The blackberry note from the nose returns alongside elderberry, and quince paste that evolve into lingering spicy notes of cocoa nib, aniseed and raspberry leaf."
259,Barrell American Vatted Malt Whiskey,Barrell Craft Spirits,"American Whiskey, Whiskey",58.0,5.0,3,91.2,"We're thrilled to announce the release of our first-ever Barrell Whiskey American Vatted Malt. This bottling is a blend of exclusively American single malt whiskeys. We partnered with small and large producers across the country to select whiskeys that express the full diversity of American terroir and style. The resulting blend is remarkable, and we are proud to be the first to showcase the growing category of American single malt in this way. 

This first release of American Vatted Malt was years in the making, as many of the components in the blend come from emerging distilleries that have never traded or sold bulk whiskey before. The physical and logistical work of sourcing and blending with a group of small, independent producers is neither easy nor short, but we believe it lays the groundwork for a new, exciting, and collaborative future.

We partnered with small and large producers across the country to select whiskeys that express the full diversity of American terroir and style. The resulting blend is remarkable, and we are proud to be the first to showcase the growing category of American single malt in this way. 

We chose the name “American Vatted Malt” as an homage to the old Scottish category of vatted malt, which was once the preferred nomenclature to describe a blended whisky made entirely from single malts. Today, the Scots refer to that style as blended malt, but affection for the term “vatted” lives on.

As a new category, American single malt producers are notoriously creative, looking to their local environment and regional traditions to create distinctive whiskeys. That meant the blend was a challenging one technically, as it asked us to bring together a plethora of unique components. Never before have we strived to balance the distinctive tang of Southwestern mesquite smoke with the sweet and creamy maltiness of malted barley, or contrast briny coastal peat with the warm vanilla character of toasted oak. The resulting blend is complex and multi-faceted, rewarding the drinker with unfolding layers of flavor."
